timestamp,episode_idx,experiment_id,policy,workload,platform,seed,total_reward,completed_jobs,avg_waiting_time,avg_bounded_slowdown,utilization,makespan,throughput,num_steps,invalid_actions,terminated,truncated
2026-05-18 14:59:35,33,eval_825000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,166,9.128551,100,5.834815,1.168502,0.866988,814.160295,0.122826,268,0,1,0
2026-05-18 14:59:45,33,eval_825000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,167,8.237430,100,5.658042,1.170887,0.866988,814.160295,0.122826,268,0,1,0
2026-05-18 15:00:25,34,eval_850000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,168,9.499146,100,5.558902,1.171976,0.866988,814.160295,0.122826,260,0,1,0
2026-05-18 15:00:34,34,eval_850000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,169,8.734758,100,4.482911,1.111998,0.866988,814.160295,0.122826,256,0,1,0
2026-05-18 15:01:14,35,eval_875000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,170,8.748017,100,5.745080,1.171003,0.866988,814.160295,0.122826,260,0,1,0
2026-05-18 15:01:24,35,eval_875000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,171,9.013376,100,5.372108,1.165064,0.866988,814.160295,0.122826,257,0,1,0
2026-05-18 15:02:04,36,eval_900000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,172,9.345137,100,4.790589,1.118324,0.866988,814.160295,0.122826,259,0,1,0
2026-05-18 15:02:14,36,eval_900000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,173,9.542895,100,5.577610,1.171937,0.866988,814.160295,0.122826,260,0,1,0
2026-05-18 15:02:54,37,eval_925000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,174,8.894657,100,5.700399,1.164757,0.866988,814.160295,0.122826,261,0,1,0
2026-05-18 15:03:03,37,eval_925000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,175,9.141515,100,5.719302,1.164757,0.866988,814.160295,0.122826,261,0,1,0
2026-05-18 15:03:43,38,eval_950000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,176,8.673910,100,4.697187,1.114238,0.866988,814.160295,0.122826,259,0,1,0
2026-05-18 15:03:53,38,eval_950000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,177,8.575160,100,4.697187,1.114238,0.866988,814.160295,0.122826,259,0,1,0
2026-05-18 15:04:32,39,eval_975000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,178,9.396643,100,5.686269,1.164609,0.866988,814.160295,0.122826,264,0,1,0
2026-05-18 15:04:42,39,eval_975000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,179,9.044373,100,5.675086,1.164757,0.866988,814.160295,0.122826,261,0,1,0
2026-05-18 15:05:22,40,eval_1000000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,180,8.933179,100,4.354381,1.111635,0.866988,814.160295,0.122826,256,0,1,0
2026-05-18 15:05:31,40,eval_1000000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,181,9.206470,100,5.559870,1.170753,0.866988,814.160295,0.122826,259,0,1,0
2026-05-18 15:05:43,0,exp,PPO_Maskable,medium_workload,medium_platform,200,9.521951,100,6.899408,1.539396,0.873834,807.781105,0.123796,252,0,1,0
2026-05-18 15:05:51,1,exp,PPO_Maskable,medium_workload,medium_platform,201,9.182889,100,6.899408,1.539396,0.873834,807.781105,0.123796,252,0,1,0
2026-05-18 15:05:59,2,exp,PPO_Maskable,medium_workload,medium_platform,202,9.239174,100,6.853892,1.517159,0.871774,809.690560,0.123504,253,0,1,0
